label	content	text2
6	The Long Island City Courthouse is located at 25-10 Court Square in Long Island City Queens in New York City. It formerly housed Criminal Court County Court the District Attorney staff and the county sheriff's office. Today the Courthouse is another home to the Civil Term of Supreme Court Queens County. It has been run for the past 20 years by Chief Clerk Mark Finkelstein. (Civil Term also sits in Jamaica). The courthouse was designed by the architect George Hathorne.	
2	Zora Young (born January 21 1948 West Point Mississippi United States) is an American blues singer. She is a distant relative of Howlin' Wolf.Young's family moved to Chicago at age seven and sang gospel at the Greater Harvest Baptist Church. As an adult she began singing blues and R&B music and over the course of her career played with Junior Wells Jimmy Dawkins Bobby Rush Buddy Guy Albert King Professor Eddie Lusk and B. B. King.	
12	Jo Jo in the Stars is a twelve-minute film that won the 2004 BAFTA Award for Best Animated Short Film. Created and directed by Marc Craste it was indirectly inspired by The Carny a song by Nick Cave and the Bad Seeds.	
11	Forever Now is the third studio album by the English rock band The Psychedelic Furs. The Furs were augmented by producer Todd Rundgren's house horn section and Flo & Eddie. The album was released in September 1982 on the CBS Records label. It included the hit single Love My Way.Forever Now was reissued with bonus tracks in 2002 by Columbia/Legacy. As with The Psychedelic Furs the reissue also used Barney Bubbles' original album cover design. When originally released in the U.S.	
7	Monte Forcola (2906 m) is a peak in Graubünden Switzerland close to the Italian border. Approximately 200 metres south of the summit (at the Italian border) is located the triple watershed of the Adige Po and Danube basins (2896 m).	
3	Ralph Joseph Rube Novotney (August 5 1924 – July 16 1987) was an American professional baseball player a catcher who appeared in 22 Major League games for the 1949 Chicago Cubs. The native of Streator Illinois stood 6 feet (1.8 m) tall and weighed 187 pounds (85 kg) and attended the University of Illinois at Urbana–Champaign.Novotney's partial season with the 1949 Cubs included two standout back-to-back games against the New York Giants at Wrigley Field.	
8	Pich Kuh (Persian: پيچكوه‎ also Romanized as Pīch Kūh; also known as Pīch Kūh-e ‘Olyā) is a village in Kuhestan Rural District Rostaq District Darab County Fars Province Iran. At the 2006 census its population was 25 in 6 families.	
4	Thomas Rust Underwood (March 3 1898 – June 29 1956) served Kentucky in the United States House of Representatives and in the United States Senate.Underwood was born in Hopkinsville Kentucky. He worked at the Lexington newspaper and in various state government and horse racing jobs until he was elected as a Democrat to the Eighty-first Congress; he was reelected to the Eighty-second Congress and served from January 3 1949 until his resignation on March 17 1951.	
1	The Art Institute of Portland (AiPD) is a college in Portland Oregon United States that grants bachelor and associate degrees in advertising apparel accessory design apparel design design management design studies digital film and video game art and design graphic design industrial design interactive media design interior design media arts and animation photography and design visual and game programming and visual effects and motion graphics.	
1	Tom Bean High School is a 2A public high school located in Tom Bean Texas (USA). It is part of the Tom Bean Independent School District located in southeast Grayson County. In 2011 the school was rated Academically Acceptable by the Texas Education Agency.	
12	Wild Wild Winter is a 1966 Universal Pictures comedy film in the beach party genre starring Gary Clarke and Chris Noel. It is directed by standup comedian Lennie Weinrib and produced by Bart Patton and is notable for featuring Jay and the Americans and the duo of Dick and Dee Dee in their only film appearances. The Beau Brummels Jackie and Gayle and The Astronauts also perform onscreen.	
3	Harlan Joseph Marbley (born October 11 1943) is a retired flyweight boxer from the United States who represented his native country at the 1968 Summer Olympics in Mexico City Mexico. There he won the bronze medal after a loss in the semifinals of the men's light flyweight division (– 48 kg) against eventual gold medalist Francisco Rodríguez from Venezuela.	
13	Exodus is a science fiction novel written for teens to young adults by Julie Bertagna published in August 2002. The story is set on an island faced with the problem of a rising sea level caused by melting ice caps and other forms of global warming. Mara must think of a way to save herself the other villagers and most importantly the world. The book was short-listed for the Whitbread Children’s Book of the Year in 2002.	
9	Prince Leopold (1813–1817) was a British Thoroughbred racehorse and winner of the 1816 Epsom Derby. Prince Leopold was bred by the Duke of York and raced as a three and four-year-old. The bay colt had an unruly temperament and was castrated at the end of the 1817 racing season in an attempt to improve his behavior but he died shortly after the procedure.	
12	Mappillai (English: Son-in-law) is a 1989 Tamil film directed by Rajasekhar starring Rajinikanth and Amala in lead roles. A remake of the Telugu film Athaku Yamudu Ammayiki Mogudu the Tamil version was produced by Geetha Arts and Chiranjeevi who played the lead role in the original version made a special appearance. Initially the pivotal role of Rajinikanth's mother-in-law was offered to Vyjayanthimala. But she refused the role after which it was offered to Srividya.	
5	USS Phillips (SP-1389) later USS SP-1389 was a tug that served in the United States Navy as a patrol vessel during World War I.Phillips was a steam-powered tug built in 1901 by William R. Osborn at Croton New York. During the period of American participation in World War I the U.S.	
3	Brian Patrick Mullen (born March 16 1962) is an American former professional ice hockey player who spent eleven seasons in the NHL playing for the Winnipeg Jets New York Rangers San Jose Sharks and New York Islanders. Mullen appeared in 832 career NHL games recording 260 goals and 622 points along with 30 playoff points in 62 post-season games.	
9	The White-browed Bush Chat (Saxicola macrorhynchus) also known as Stoliczka's Bushchat is an Old World flycatcher in the genus Saxicola. The alternative name is after the discoverer geologist and explorer Ferdinand Stoliczka.This desert specialist has a small declining population because of agricultural intensification and encroachment which qualifies it as vulnerable.The White-browed Bush Chat is found in an area of semi-arid country in north-western India and eastern Pakistan.	
9	Hyposmocoma nebulifera is a species of moth of the Cosmopterigidae family. It is endemic to Oahu. The type locality is the Waianae Mountain Range where it was collected on an altitude of 2000 feet.The length of the forewings is 5.8-6 mm for males and 6.5-7.2 mm for females.The larval case is dark brown smooth 8.1 mm in length and 2.5 mm wide.	
4	James Kenneth McLay CNZM QSO (born 21 February 1945) generally known as Jim McLay is a former New Zealand politician. He was Deputy Prime Minister leader of the National Party and Leader of the Opposition for a short time. McLay is currently New Zealand's Permanent Representative to the United Nations.	
9	Eleutherodactylus caryophyllaceus is a species of frog in the Leptodactylidae family.It is found in Colombia Costa Rica and Panama.Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests.It is threatened by habitat loss.	
13	A Dream of Good Fortune (돼지 꿈) was written by Korean author Hwang Sok-yong (황석영) and originally published in Sedae magazine in 1973 (Pihl B. Fulton and J. Fulton 102). The story is set in the outskirts of Seoul South Korea during a period of rapid industrialization and urbanization and explores a day in the lives of the poor working-class people that live as urban squatters outside nearby factories (Pihl B. Fulton and J. Fulton xi; Ch'o Pang and Chang 68).	
1	The American School of Guatemala is one of several private K-12 college preparatory schools located in Guatemala City Guatemala.The American School of Guatemala is an independent non profit non-denominational college preparatory institution offering an academic program modeled after the educational practices and methodologies of the United States.	
12	Days of Betrayal (Czech: Dny zrady) is a 1973 Czechoslovakian drama film directed by Otakar Vávra. The film was entered into the 8th Moscow International Film Festival where it won a Diploma. It was also selected as the Czechoslovakian entry for the Best Foreign Language Film at the 46th Academy Awards but was not accepted as a nominee.	
13	To the Lighthouse is a 1927 novel by Virginia Woolf. A landmark of high modernism the novel centres on the Ramsays and their visits to the Isle of Skye in Scotland between 1910 and 1920.Following and extending the tradition of modernist novelists like Marcel Proust and James Joyce the plot of To the Lighthouse is secondary to its philosophical introspection. The novel includes little dialogue and almost no action; most of it is written as thoughts and observations.	
13	Cluny Brown is a humorous coming of age novel by Margery Sharp first published in the United States of America by Little Brown & Company in August 1944. The story was adapted into a 1946 film made by Twentieth Century-Fox directed and produced by Ernst Lubitsch.	
1	Colonel Gray Sr. High School (CGHS) colloquially referred to as The Gray is a Canadian secondary school in Charlottetown Prince Edward Island. Its zone includes students from the central parts of Queens County in the City of Charlottetown.The school is administratively part of the English Language School Board. Its official colours are Maroon and Gray and the mascot is a Colonel. The sports teams from The Gray are called the Colonel Gray Colonels.	
9	Eupithecia coloradensis is a moth in the Geometridae family. It is found from western Quebec and western Ontario south to North Carolina west to New Mexico Arizona Colorado and south-eastern Alberta.The wingspan is 14–19 mm. The forewings are dark brownish grey with a reddish brown costa. The hindwings are slightly paler brownish grey.	
13	Children's Digest (originally The Children's Digest) was a children's magazine published from Oct. 1950 to May/June 2009 after which it was merged with Jack and Jill from the same publisher. For over 20 years it was published in the digest size implied by its name but it subsequently switched to a larger format more similar to other magazines. Humpty Dumpty Magazine is a sister publication of similar format aimed at a younger audience which continues in publication.	
8	Abd ol Reza Khani (Persian: عبدالرضاخاني‎ also Romanized as ‘Abd ol Reẕā Khānī; also known as Mazra‘eh-ye ‘Abd or Reẕā’ī) is a village in Zardeyn Rural District Nir District Taft County Yazd Province Iran. At the 2006 census its population was 7 in 4 families.	
0	The Pontificia Fonderia Marinelli (or Marinelli Pontifical Foundry Marinelli Bell Foundry) is the successor of a bell foundry already at work in Agnone Italy in 1040. The bell foundry is considered Italy's oldest family business and among the three oldest family businesses worldwide. In addition to a bell foundry it is an artisan foundry that produces bronze portals bas-reliefs church artifacts and bell restorations.	
10	Silene viscaria the sticky catchfly is a flowering plant in the family Caryophyllaceae.It is an upright perennial growing to 60 cm in height. It gets its English name from the stickiness of its stem. It grows on cliffs and in rocky places. It has a purple flower.Stace and Fitter describe this plant as having the following characteristics: Erect perennial to 60 cm (24 in) high. Not hairy or only slightly hairy. Sticky just below each leaf junction. Leaves lanceolate.	
2	Daniel Lawrence Newman PhD (born 1963) is a British writer scholar and translator of Arabic literature. Newman is currently the head of the Arabic department at the University of Durham and Director of the MA programme in English-Arabic Translation and Interpreting.	
5	USS Gamble (DD–123/DM-15) was a Wickes class destroyer in the United States Navy during World War I later converted to a minelayer in World War II. She was named for two brothers Lieutenant Peter Gamble and Lieutenant Colonel John M. Gamble.Gamble was launched 11 May 1918 by the Newport News Shipbuilding & Dry Dock Company Newport News Virginia; sponsored by Miss Evelyn H. Jackson relative of Secretary of the Navy Josephus Daniels; and commissioned at Norfolk 29 November 1918 Commander H.	
7	Hofsjökull (Icelandic: “temple glacier”) is the third largest glacier in Iceland after Vatnajökull and Langjökull and the largest active volcano in the country. It situates at the west of the Highlands of Iceland and north of the mountain range Kerlingarfjöll between the two largest glaciers of Iceland. It covers an area of 925 km2 reaching 1765 m (5791 ft) at its summit.	
9	Rhyzobius ventralis common names including Black Lady Beetle Gumtree Scale Ladybird is a ladybird species endemic to Tasmania and all the mainland states of Australia except the Northern Territory. It is also found in New Zealand but not naturally. The earliest New Zealand record is Auckland 1898 (Kuschel 1990: 60)	
12	Devadoothan (Malayalam: ദേവദൂതന്‍ English: Messenger of God) is a 2000 Malayalam musical mystery romance film directed by Sibi Malayil starring Mohanlal and Jayaprada. The film garnered immensely popular reviews from the critics but failed at the box-office. But it met with great appreciation from the audience when released in Home Media and when aired on television.	
4	Frank Morse is a politician in the U.S. state of Oregon. A Republican he represented District 8 in the Oregon State Senate from 2003 until 2012. He was first elected in 2002 defeating Democrat Barbara Ross in a high-profile race and was reelected in 2006 and 2010. In September 2012 Morse resigned his office stating that it was time for new energy in the position.	
0	In 2009 Adobe Systems acquired Omniture an online marketing and web analytics business unit in Orem Utah. Until 2011 Omniture operated as a business unit within Adobe as the Omniture Business Unit but as of 2012 Adobe began retiring the Omniture name as former Omniture products were integrated into the Adobe Marketing Cloud.	
9	Caryocolum splendens is a moth of the Gelechiidae family. It is found in Iran.The length of the forewings is about 5 mm. The forewings are dark brown mottled with white and light brown. There are white markings mixed with fuscous. Adults have been recorded on wing in early July.	
2	Josh Pahigian is an American author who specializes in books and articles about baseball. He is particularly well known as an expert in the field of sports travel writing books on this topic as well as articles that have appeared in espn.com.	
9	Quelea is a small genus of passerine birds that belongs to the weaver family Ploceidae confined to Africa. These are small-sized sparrow- or finch-like gregarious birds with bills adapted to eating seeds. Queleas may be nomadic over vast ranges; the Red-billed Quelea is said to be the most numerous bird species in the world.	
9	Prorella emmedonia is a moth in the Geometridae family. It is found in California and Arizona.The wingspan is about 17 mm. The forewings are pale whitish crossed by two oblique blackish bands. Adults have been recorded on wing in August and September.	
0	TY KU /taɪkuː/ is an American alcoholic beverage company that specializes in sake and other spirits. The privately-held company was founded in 2004 and is headquartered in New York City New York. While based in New York TY KU's beverages are made in Japan through a joint venture with two sake breweries. Since 2011 TY KU's growth has extended its products into all 50 states.	
0	Sarpsborg Papp AS was a Norwegian industrial company which ran a packaging plant in Sarpsborg Norway.Founded in 1914 as Sarpsborg Emballagefabrik it was the first corrugated paper factory in Norway. In 1961 the company was acquired by M. Peterson & Søn. It was M.	
3	Jason Kent (born 21 April 1980 in Sydney NSW Australia) is a professional rugby league player. He is somewhat of a utility back mainly filling in at Lock or Half-Back/Five-Eighth but he can also play in the centres.He has played for the Leigh Centurions in the English Super League competition as well as for the Cronulla Sharks and the St George Illawarra Dragons in the National Rugby League competition.	
12	Mira is a 1971 Dutch-Belgian drama film directed by Fons Rademakers. It was entered into the 1971 Cannes Film Festival. The film was selected as the Dutch entry for the Best Foreign Language Film at the 44th Academy Awards but was not accepted as a nominee.	
13	Heartbreak House: A Fantasia in the Russian Manner on English Themes is a play written by George Bernard Shaw first published in 1919 and first played at the New York's Garrick Theatre in 1920. According to A. C. Ward the work argues that cultured leisured Europe was drifting toward destruction and that Those in a position to guide Europe to safety failed to learn their proper business of political navigation. (p. 164)	
13	The Boy Who Kicked Pigs is a short novel by actor Tom Baker best known for playing the title role in the BBC sci-fi series Doctor Who during the early-mid 1970s to the early 1980s. The novel is subtitled A grotesque masterpiece and is illustrated with line drawings by David Roberts.	
11	Jarremix is an album remixing music by Jean Michel Jarre. The album was released in 1995. It largely consists of remixes of the tracks Chronologie 4 and Chronologie 6 from Chronologie the then latest studio album by Jarre and released two years prior. The release of Jarremix coincided with Jarre's Concert pour la Tolérance.	
5	HMS Egeria was a 4-gun screw sloop of the Fantome class launched at Pembroke on 1 November 1873. She was named after Egeria a water nymph of Roman mythology and was the second ship of the Royal Navy to bear the name. After a busy career in the East Indies Pacific Australia and Canada she was sold for breaking in 1914 and was burnt at Burrard Inlet in British Columbia.	
7	The Alapahoochee River is a 14.4-mile-long (23.2 km) tributary of the Alapaha River in Georgia and Florida in the United States. Via the Alapaha and Suwannee rivers its waters flow to the Gulf of Mexico.The river rises on the boundary between Lowndes and Echols counties at the confluence of Grand Bay Creek and Mud Creek about 10 miles (16 km) southeast of Valdosta.	
1	The Crane Theological School was a Universalist seminary at Tufts University founded in 1869 as the Tufts College Divinity School and closed in 1968. It was one of three Universalist seminaries founded in America during the nineteenth century. (The others were the Theological School of St.	
9	Brycinus is a ray-finned fish genus in the family Alestiidae. Like other African characids they were formerly included in the Characidae but are actually somewhat more distantly related Characiformes. Like some other Alestiidae they are called robber tetras due to their bold and rather carnivorous habits. They are not infrequently kept as aquarium fishes and in their requirements resemble the South American tetras of the Characidae.	
7	Lake Sakakawea is a reservoir in the Missouri River basin in central North Dakota. Named for the Shoshone-Hidatsa woman Sakakawea it is the largest man-made lake in North Dakota and the third largest in the United States after Lake Mead and Lake Powell. The lake lies in parts of six counties in western North Dakota: Dunn McKenzie McLean Mercer Mountrail and Williams.	
7	Vitello is a lunar crater that lies along the southern edge of the small Mare Humorum in the southwest part of the Moon's near side. It lies just to the east of the lava-flooded crater Lee. To the northeast along the edge of the lunar mare is the Rupes Kelvin an irregular fault line.This crater has a low roughly circular rim with a sharp edge. The interior floor is irregular rugged and hilly with a smaller concentric crater offset to the east of the midpoint.	
9	Elophila bourgognei is a species of moth in the Crambidae family. It is found in France.The body and wings are white. Males have traces of a submarginal grey line while the forewings of the females are almost completely white. The hindwings of the males have only weak traces of ante- and postmarginal lines. These lines are present in females. The is a brownish grey discocellular spot on the hindwings of both sexes.	
13	Dragonheart is a science fiction novel by Todd McCaffrey in the Dragonriders of Pern series that his mother Anne McCaffrey initiated in 1967. Published by Del Rey Books in 2008 it was the second for Todd as sole author and the twenty-second in the series.	
13	Natsu no Arashi! (夏のあらし! lit. Summer Storm!) is a Japanese manga written and illustrated by Jin Kobayashi who is known for his previous work School Rumble. The manga started serialization in Square Enix's Gangan Wing shōnen manga magazine on August 25 2006 and seven bound volumes have been released in Japan as of March 2010.	
13	Bakuman. (バクマン。) is a Japanese manga series written by Tsugumi Ohba and illustrated by Takeshi Obata the same creative team responsible for Death Note. The series follows talented artist Moritaka Mashiro and aspiring writer Akito Takagi two ninth grade boys who wish to become manga artists with Mashiro as the artist and Takagi as the writer.The manga was serialized in the magazine Weekly Shōnen Jump from August 11 2008 to April 23 2012.	
13	The Ancient is a novel by R.A. Salvatore set in his world of Corona. The Ancient is the sequel to The Highwayman. It is about a crippled man named Bransen Garibond also known as the Highwayman. After being kicked out of Pryd Holding Bransen is searching for his long lost father traveling with his wife Cadayle and her mother Callen. He gets tricked into fighting a war against the Samhaist leader Ancient Badden.	
4	Roy Sydney George Hattersley Baron Hattersley FRSL PC (born 28 December 1932) is a British Labour politician author and journalist from Sheffield. He was MP for Birmingham Sparkbrook for 33 years from 1964 to 1997. He served as Deputy Leader of the Labour Party from 1983 to 1992.	
3	Marius Mitu (born 10 September 1976) is a Romanian midfielder who plays for Șoimii Pâncota.Mitu has played for R.S.C. Anderlecht until February 2006 and has appeared at Lierse SK previously. Mitu also played for R.W.D. Molenbeek (one year) and R.A.A. Louviéroise (six months) in Belgium.	
7	Little Chief Mountain (9541 feet (2908 m)) is located in the Lewis Range Glacier National Park in the U.S. state of Montana. Little Chief Mountain is easily seen from the Going-to-the-Sun Road rising to the south of Saint Mary Lake.	
3	John W. Kidd (1884 – after 1912) was a Scottish professional footballer who played as an inside forward. He scored 8 goals in 40 appearances in the Second Division of the Football League playing for Birmingham.Kidd was born in Glasgow and played for Glasgow Royal and St. Johnstone before moving to England to join Birmingham in November 1910. He went straight into the first team and played regularly until January 1912 making 44 appearances in all competitions.	
2	Anupama Deshapande is a Bollywood playback singer who has won the Filmfare Award for Best Female Playback Singer for her folk song Sohni Chinab Di in the film Sohni Mahiwal (1984). This song was originally meant for Asha Bhonsle who since was busy those days. Therefore Annu Malik recorded this song in the voice of Anupama Deshpande so that that it could later on dubbed by Asha Bhonsle.	
3	Justin Andrew De Fratus (born October 21 1987) is an American professional baseball relief pitcher for the Philadelphia Phillies of Major League Baseball (MLB). De Fratus grew up in Oxnard California and played in high school prior to playing at Ventura College. In the 2007 Major League Baseball Draft the Phillies selected him in the 11th round.	
3	Erin Bell (born 30 April 1987) is an Australian netball player in the ANZ Championship playing for the Adelaide Thunderbirds. Bell's previous ANZ Championship team was the NSW Swifts and she also played for the Sydney Swifts in the Commonwealth Bank Trophy. She played at WA for the Adelaide Thunderbirds to help secure a victory over Queensland Firebirds 41-40 at the ANZ championships 2010 round 3.	
8	Zimnice Małe [ʑimˈnit͡sɛ ˈmawɛ] (German Klein Schimnitz) is a village in the administrative district of Gmina Prószków within Opole County Opole Voivodeship in south-western Poland. It lies approximately 6 kilometres (4 mi) east of Prószków and 11 km (7 mi) south of the regional capital Opole.Before 1945 the area was part of Germany (see Territorial changes of Poland after World War II).	
10	Philydrum is a genus of tufted herbaceous aquatic macrophyte plants one of three genera constituting the plant family Philydraceae.Philydrum lanuginosum is the sole known species. They are commonly known as frogsmouths and woolly waterlilies.Woolly waterlilies occur naturally across south and east Asia including India S.	
12	The Year Without a Santa Claus is a 90-minute 2006 live-action remake of the Rankin-Bass classic The Year Without a Santa Claus which premiered on NBC December 11 2006. A widescreen DVD was released on December 12 2006 (UPC 085391115120).	
10	Badilloa is a genus of about 10 species of shrubs and small trees in the family Asteraceae. They are native to the Andes from Venezuela to Peru.Species include: Badilloa atrescens Badilloa drepanoidesBadilloa helianthifolia Badilloa herrerae Badilloa procera Badilloa salicina Badilloa sonsonensisBadilloa sphagnophila Badilloa steetzii Badilloa venezuelensis↑ 1.0 1.1 ↑	
9	The Red-backed Poison Frog (Ranitomeya reticulata) is a species of frog in the family Dendrobatidae. It is an arboreal insectivorous species and is the second-most poisonous species in the genus after R. variabilis. Like many species of small poisonous frogs native to South America it is grouped with the poison dart frogs and is a moderately toxic species containing poison capable of causing serious injury to humans and death in animals such as chickens. R.	
2	Mary Roach is an American author specializing in popular science. As of 2014 she has published seven books: Stiff: The Curious Lives of Human Cadavers (2003) Spook: Science Tackles the Afterlife (2005) (published in some markets as Six Feet Over: Adventures in the Afterlife) Bonk: The Curious Coupling of Science and Sex (2008) Packing for Mars: The Curious Science of Life in the Void (2010) My Planet: Finding Humor in the Oddest Places and Gulp: Adventures on the Alimentary Canal (2013).	
7	Guolehis Suolojávri is a lake in the municipality of Kautokeino-Guovdageaidnu in Finnmark county Norway. The 6.12-square-kilometre (2.36 sq mi) lake lies about 300 metres (980 ft) west of the lake Suolojávri and about 12 kilometres (7.5 mi) north of the Norway-Finland border.	
6	Elk Hill is a historic plantation home located near Forest Bedford County Virginia. It was built about 1797 and consists of a 2 1/2-story three bay brick central section with flanking wings in the Federal style. It has a slate gable roof and a front porch added in 1928 when restored by the architect Preston Craighill. The main block has twin brick exterior chimneys.	
9	Venus casina is a species of saltwater clam a marine bivalve mollusc in the family Veneridae the Venus clams. While the species is classified by World Register of Marine Species as Venus casina the Catalogue of Life uses Circomphalus casina.	
13	The Prison Journal is a peer-reviewed academic journal that publishes papers in the field of Criminology. The journal's editor is Rosemary L. Gido (Indiana University of Pennsylvania). It has been in publication since 1921 and is currently published quarterly by SAGE Publications.	
12	6 Melugu Vathigal (also known as 6 Candles or 6) is a 2013 Tamil crime thriller film written and directed by V. Z. Durai. It stars Shaam and Poonam Kaur in the lead roles. This film sees the lead character sport six different looks and going around six different states to solve a mystery. The film was released on 20 September 2013 with positive reviews.	
6	Delaware Lackawanna & Western Railroad Station is a historic railway station located at Leicester New York in Livingston County New York. It is a 1-story two-by-four-bay brick building surmounted by a hipped roof with broad overhanging eaves. It was built in 1915 in the Arts and Crafts style.It was listed on the National Register of Historic Places in 2005.	
1	Panskura Banamali College is located in Panskura Purba Medinipur district West Bengal India. It offered science commerce and arts degrees in graduation and master degree in arts and science. This institution was established in 1960. The founder of this college was Banamali Charan Khatua a local man from the village of Namalbarh near Bhogpur railway station. The college is under Vidyasagar University.	
3	Richard James Gardner (born February 1 1981 in Carbondale Illinois) is a professional American football player. He currently plays defensive back for Kiel Baltic Hurricanes of the German Football League. He played three seasons in the National Football League for the Tennessee Titans from 2004-2005 and the Seattle Seahawks in 2006.	
13	Tari Tari is a 13-episode 2012 Japanese anime television series produced by P.A. Works and directed by Masakazu Hashimoto. The series aired in Japan between July 1 and September 23 2012 on TV Kanagawa and was also simulcast by Crunchyroll. The series is licensed in North America by Sentai Filmworks. A manga adaptation illustrated by Tomiyaki Kagisora was serialized in Square Enix's Gangan Joker in 2012.	
13	The Tide Knot is a children's novel by English writer Helen Dunmore published in 2006 and the second of the Ingo tetralogy (preceded by Ingo and followed by The Deep and The Crossing of Ingo). It won the Nestlé Children's Book Prize Silver Award and was longlisted for the Carnegie Medal.	
7	Chéticamp Flowage is a reservoir of Victoria County in north-eastern Nova Scotia Canada. It was created by damming the Chéticamp River about 3 km west of Chéticamp Lake.Winds can be strong over this flowage making canoeing difficult. Despite this fishing is a popular activity here.	
2	Yoko Kanno (菅野 よう子 Kanno Yōko born March 18) is a composer arranger and musician best known for her work on the soundtracks for many anime films television series live-action films video games and advertisements. She was born in Sendai Miyagi Prefecture Japan.	
7	Benbrook Lake (also known as Benbrook Reservoir) is a reservoir on the Clear Fork of the Trinity River in Tarrant County Texas USA. The lake is located approximately 10 miles (16 km) southwest of the center of Fort Worth where the Clear Fork and the West Fork of the Trinity River join. The lake is impounded by the Benbrook Dam. The lake and dam are owned and operated by the U.S. Army Corps of Engineers Fort Worth District.	
3	Norman Wyatt Yeo (21 June 1886 – 1 June 1950) was an Australian rules footballer who played with Essendon and University. He was the leading goalkicker for Essendon in his only season with the club. As well as playing in the Victorian Football League (VFL) he played for Hawthorn and Richmond in the Victorian Football Association (VFA).	
8	Woźniki [vɔʑˈniki] is a village in the administrative district of Gmina Radzanowo within Płock County Masovian Voivodeship in east-central Poland. It lies approximately 2 kilometres (1 mi) north of Radzanowo 15 km (9 mi) east of Płock and 86 km (53 mi) north-west of Warsaw.	
6	The Hillsboro Covered Bridge known locally as the Hillsboro-Grange City Covered Bridge spans Fox Creek in Fleming County adjacent to Kentucky Route 111 13.6 miles southeast of Flemingsburg Kentucky. Probably built in the late 1860s it was last used in 1968 when it was replaced fifty yards upstream by a concrete bridge.The bridge's timbers are of yellow pine with double shouldered braces.	
8	Benamaran (Persian: بناماران‎ also Romanized as Benamārān; also known as Bīnāmārān) is a village in Sanjabad-e Shomali Rural District in the Central District of Kowsar County Ardabil Province Iran. At the 2006 census its population was 323 in 67 families.	
1	The Student School is an alternative high school in the Toronto District School Board founded in 1979. It has approximately 160 students and generally offers 11th and 12th grade academic courses. It is in the same building as Western Technical-Commercial School and Ursula Franklin Academy.The Student School allows students to vote on significant school policies and actions taken on by the school community in bi-weekly general assemblies. Notably students and teachers alike receive one vote.	
11	Laura Palmer EP is the debut EP by English indie pop band Bastille self-released in November 2011 as a digital download and on CD. It features four of Bastille's earliest songs which were later included on their debut album Bad Blood. It followed their debut single Flaws / Icarus which was released on 4 July 2011.	
3	Dick Braggins (December 25 1879 – August 16 1963) was an American baseball player that pitched in only four games over the course of about six weeks for the 1901 Cleveland Blues. In 32 innings he gave up 17 runs on 44 hits struck out 1 and walked 15. He went to Case Western Reserve University.	
2	Ruth Sawyer (August 5 1880–June 3 1970) was an American storyteller and a writer of fiction and non-fiction for children and adults. She may be best known as the author of Roller Skates which won the 1937 Newbery Medal. She received the Laura Ingalls Wilder Award in 1965 for her lifetime achievement in children's literature.	
13	Presence: Teleoperators & Virtual Environments is a peer-reviewed academic journal dedicated to electromechanical and computer systems. It was the first journal established specifically for investigators of teleoperators and virtual environments. Presence was founded in 1992 and is published online and in hard copy by the MIT Press.	
11	A Few Best Men: Original Motion Picture Soundtrack and Remixes is the sixth soundtrack album by Australian singer Olivia Newton-John released on 20 January 2012 by Universal Records in Australia. It was released to promote and accompany the 2011 Australian comedy film A Few Best Men.The soundtrack basically consists on old pop hits sung by Newton-John and remixed by producers like Chew Fu Roulette and Archie.	
6	The Louis Curtiss Studio Building was built in 1909. It was designed by architect Louis Curtiss and served as his studio. It was listed on the U.S. National Register of Historic Places in 1972.Curtiss died in 1924 at his studio residence in downtown Kansas City Missouri.	
0	Orenstein & Koppel (normally abbreviated to O&K) was a major German engineering company specialising in railway vehicles escalators and heavy equipment. It was founded on April 1 1876 in Berlin by Benno Orenstein and Arthur Koppel.Originally a general engineering company O&K soon started to specialise in the manufacture of railway vehicles. The company also manufactured heavy equipment and escalators. O&K pulled out of the railway business in 1981.	
9	The durangonella de Coahuila snail scientific name Durangonella coahuilae is a species is a genus of minute freshwater snails with an operculum aquatic gastropod molluscs or micromolluscs in the family Hydrobiidae. This species is endemic to Mexico; Coahuila being a state in the northeastern part of Mexico.	
10	Physalis pubescens is a species of flowering plant in the nightshade family known by many common names including husk tomato and hairy groundcherry in English and muyaca and capulí in Spanish. It is native to the Americas including the southern half of the United States Mexico Central and much of South America. It can be found elsewhere as an introduced species and sometimes a weed. It can grow in many types of habitat including disturbed areas.	
5	Rekordny launced in October 1954 was originally operated by the USSR Navy. It was subsequently bought by the People's Liberation Army Navy (PLAN) and renamed the Anshan (Chinese: 鞍山号; pinyin: Ānshān hào). The ship was transferred to the People's Liberation Army Navy from the USSR in October 1954 along with three other former Gnevny-class destroyers of the Soviet Navy as part of a larger transfer deal which also saw the transfer of submarines minesweepers and torpedo boats.	
11	Live at Masters of Rock is an official live video album by the Canadian thrash metal band Annihilator recorded at the Masters of Rock Festival 2008 in Vizovice Czech Republic and released in 2009. The concert footage was released on a live DVD and a live CD was originally intended to be included as bonus tracks. The audio recordings because of record label SPV's insolvency problems were instead made into a live album.	
2	Luis Edgardo Resto (born July 22 1961) is a Detroit-based musician producer and keyboardist who has worked closely with rapper Eminem since his third major-label album The Eminem Show. He is of Puerto Rican descent with both of his parents from Puerto Rico and was raised in Detroit (Garden City) Michigan. He has played the keyboard for several Eminem-produced tracks and is credited for additional production on most Eminem-produced tracks on Encore.	
